road,education,electricity,internet,employment,poverty,votes
9,10,7,0,1,1,644
5,2,8,2,2,8,685
5,10,7,5,4,0,767
0,3,2,5,2,1,319
1,4,10,8,8,3,777
0,10,7,1,0,9,687
3,9,8,5,6,8,864
6,1,2,1,4,9,585
8,5,4,9,2,10,945
4,9,0,9,2,4,690
9,2,3,0,4,10,650
10,0,2,5,1,5,446
3,0,9,7,6,9,781
4,5,6,4,4,0,454
1,7,0,7,6,3,502
0,9,9,7,2,4,714
2,2,1,5,7,1,421
7,7,7,3,10,5,865
6,9,6,0,8,5,799
6,8,8,7,5,6,975
6,10,8,4,4,1,749
7,3,9,1,8,7,826
8,2,8,10,6,10,949
0,2,10,3,2,2,501
1,8,7,10,10,3,901
3,7,0,1,4,3,398
4,8,5,8,8,4,765
5,6,4,4,3,8,682
2,9,7,7,4,5,830
9,7,10,5,9,8,941
3,6,9,1,9,8,830
0,0,7,6,10,6,669
7,4,2,2,10,7,666
8,9,5,3,7,7,893
8,4,7,5,10,4,815
8,4,2,3,8,1,560
3,1,6,4,10,8,758
7,3,7,2,1,6,547
10,4,1,5,7,6,772
2,3,10,6,7,6,804
6,2,8,7,4,7,746
8,4,1,3,8,1,592
9,3,10,6,10,6,927
0,10,7,5,5,1,605
10,8,4,7,5,8,963
2,2,5,1,9,4,529
6,8,5,7,0,0,522
8,5,0,10,10,0,715
9,8,0,10,10,0,814
10,3,5,9,1,7,807
5,6,3,3,7,0,523
7,8,7,7,6,8,910
0,4,7,6,6,1,642
6,3,3,10,7,4,722
0,1,4,10,5,5,587
2,9,0,1,7,6,513
3,1,2,8,2,2,418
0,7,7,0,1,6,485
2,5,2,5,3,0,435
2,9,9,8,9,9,937
5,7,10,8,10,9,911
2,0,3,8,10,10,798
10,5,8,9,8,2,988
4,1,7,4,7,4,630
0,6,3,8,7,7,645
5,8,3,7,1,4,644
7,2,0,8,4,3,475
5,9,5,5,5,6,818
10,5,1,7,6,6,850
1,9,6,0,2,2,507
8,8,0,6,5,1,650
4,9,6,3,4,8,777
10,0,5,2,2,8,569
0,9,2,5,10,7,821
5,8,0,4,1,8,513
2,8,6,8,8,10,969
3,7,7,1,10,10,945
6,9,8,7,8,3,928
7,0,5,7,9,5,768
3,1,3,2,4,0,253
2,9,5,8,10,0,837
5,6,5,4,0,9,605
2,6,3,5,10,9,869
7,10,2,8,3,1,769
7,1,7,2,1,8,618
2,6,1,0,6,1,366
3,5,10,9,4,1,678
9,8,3,7,6,8,966
6,8,10,0,0,4,680
2,8,8,5,10,4,868
0,10,6,3,7,8,717
10,9,3,9,3,7,918
4,1,2,8,8,4,681
3,5,7,8,4,9,784
5,2,8,4,2,2,543
0,9,2,10,10,8,911
4,10,2,2,8,8,767
3,6,10,6,2,9,820
0,5,8,4,0,4,505
9,6,6,0,4,4,694
1,7,4,7,5,7,801
5,6,1,7,10,7,855
9,5,1,10,10,0,839
1,7,7,2,0,2,471
2,2,6,5,5,6,575
4,3,6,8,1,6,649
9,3,5,9,4,10,956
10,0,2,7,8,2,668
6,8,8,2,4,6,746
8,10,0,2,5,6,652
4,6,2,8,5,1,600
7,4,6,0,2,8,635
0,10,10,3,0,0,534
9,2,6,4,5,5,787
4,6,7,3,2,10,733
6,3,8,3,5,6,782
1,7,2,0,6,8,554
2,1,5,5,0,0,283
7,6,3,7,6,8,836
1,0,1,3,2,6,361
3,6,0,8,7,1,544
8,9,1,7,4,5,880
2,1,3,3,0,2,273
4,2,10,6,8,1,736
0,1,0,2,5,10,511
3,0,6,6,6,5,601
2,4,1,1,1,0,193
0,10,9,5,1,3,614
5,6,5,8,10,0,844
8,0,2,1,1,7,413
2,7,6,7,2,9,732
7,7,6,8,6,0,774
7,6,2,9,0,8,767
7,0,5,0,5,1,467
6,7,2,4,2,8,712
1,5,8,3,4,2,494
6,7,3,1,1,6,553
6,8,7,3,6,0,696
5,5,4,3,3,0,432
10,5,6,9,5,1,770
0,2,4,3,9,1,464
7,0,7,10,7,3,795
1,5,2,5,1,3,408
3,1,2,6,5,2,415
2,8,0,10,4,3,661
7,2,5,2,9,4,675
5,1,0,2,5,4,417
1,6,2,7,7,2,594
10,2,6,2,0,8,643
0,2,7,6,7,5,649
2,0,9,9,2,1,531
2,9,2,7,9,5,759
5,7,4,10,6,8,913
10,7,9,2,5,3,792
3,9,9,0,4,3,617
6,10,7,2,1,3,718
3,9,8,3,1,2,627
8,1,5,10,8,10,903
3,7,5,10,7,4,902
6,9,0,2,5,3,578
7,8,5,7,1,0,674
7,0,9,3,6,2,666
4,6,9,6,5,5,824
10,2,3,3,2,6,573
10,7,9,4,7,7,998
7,3,8,1,8,0,619
7,8,6,10,4,5,983
10,0,5,4,6,7,753
3,6,6,7,3,8,754
7,4,4,7,0,1,572
3,10,8,3,2,9,815
5,0,10,8,3,4,751
1,9,3,8,5,7,741
7,7,10,9,4,9,919
2,10,5,5,4,9,811
8,3,9,0,6,6,688
7,1,0,9,7,3,688
5,2,7,7,0,7,649
9,7,6,8,8,3,953
6,4,2,6,0,2,466
0,1,7,1,3,4,387
10,8,1,6,8,8,902
5,6,2,8,9,9,912
6,6,0,6,1,1,432
8,3,6,10,6,5,819
4,6,4,4,4,2,552
3,7,2,1,9,9,724
8,3,6,8,8,2,831
2,5,1,5,5,9,626
8,9,5,3,7,1,792
10,10,4,3,1,8,892
7,5,10,2,10,6,899
3,10,2,8,7,1,711
1,0,6,1,6,6,510
7,10,4,10,3,4,906
4,8,4,4,7,5,789
7,6,8,1,2,1,582
3,8,2,0,3,5,446
3,6,2,0,6,4,430
8,6,3,2,5,3,679
4,5,0,5,4,7,648
8,0,1,3,10,5,633
9,10,1,9,10,9,955
4,1,8,5,10,5,794
5,10,1,4,5,7,718
5,10,8,8,8,9,901
2,5,0,2,7,9,644
4,2,0,5,2,9,581
7,8,9,1,4,7,912
0,4,9,4,4,3,511
2,1,7,6,4,7,606
0,9,4,4,9,8,820
9,8,10,2,10,5,915
9,8,4,2,6,1,629
8,3,2,2,7,7,661
2,9,4,7,7,9,904
1,9,9,8,9,5,997
8,8,8,4,1,9,930
3,2,2,1,10,9,617
9,1,5,9,2,0,619
6,5,2,9,3,4,678
5,3,4,4,10,8,747
9,2,9,4,5,2,750
10,5,1,5,8,3,720
6,2,9,7,8,3,744
8,6,3,1,8,2,637
5,1,4,10,4,5,689
5,5,9,1,5,5,648
10,2,0,0,3,3,468
2,8,0,7,4,6,609
3,3,8,2,10,3,667
5,6,6,8,2,10,947
2,7,6,9,0,8,748
10,9,1,1,10,3,788
2,3,0,7,0,0,310
7,7,7,3,3,6,791
0,0,1,5,6,2,316
7,4,2,1,6,2,535
2,4,5,5,9,4,682
2,2,3,9,8,8,810
2,5,10,5,5,3,713
3,4,1,2,10,9,677
8,2,4,2,5,8,660
3,3,8,4,7,6,706
3,3,9,3,4,5,574
5,0,3,3,8,0,364
5,10,8,0,3,4,707
6,7,0,4,2,8,612
5,0,4,2,3,2,364
9,3,2,2,5,10,723
7,10,2,4,10,8,999
9,6,0,6,3,0,604
9,10,4,7,8,0,934
1,6,0,3,8,2,469
10,7,7,0,0,2,636
2,6,10,7,8,10,945
9,4,1,2,3,8,720
10,5,7,8,9,7,902
0,5,4,6,1,0,302
6,3,1,9,2,7,643
3,9,2,0,7,8,610
0,7,9,3,5,1,612
8,4,1,2,4,2,520
10,9,7,1,4,0,707
0,7,8,2,4,10,688
2,9,9,6,2,0,682
1,8,0,7,7,5,638
10,1,10,2,9,1,756
3,1,5,10,4,10,821
3,3,6,8,4,0,573
0,9,6,9,8,2,816
0,7,5,10,4,8,749
4,4,2,5,2,4,498
3,8,7,4,4,2,674
3,1,8,7,7,4,677
10,6,5,7,0,7,820
8,3,8,9,8,8,945
8,10,3,0,4,1,620
10,9,0,10,0,5,836
1,8,4,4,1,10,617
10,0,5,1,3,6,556
0,7,6,8,10,8,865
6,3,8,2,6,6,716
9,8,4,1,3,9,801
9,10,0,1,10,4,805
0,7,1,3,9,10,679
1,9,8,10,7,9,982
1,2,9,8,0,0,459
1,10,4,0,1,0,380
2,1,2,7,5,3,415
4,0,3,5,6,7,583
10,3,3,1,1,5,533
5,0,9,1,3,7,527
8,0,2,9,1,10,704
6,8,6,10,9,2,916
5,3,4,9,7,3,708
2,8,4,3,1,8,614
5,8,9,1,9,7,870
0,0,8,2,0,9,431
4,10,2,10,2,1,678
10,4,0,6,7,0,675
2,9,8,5,2,7,726
9,9,2,9,4,1,787
5,7,0,0,8,4,505
6,10,0,5,6,10,882
10,7,8,3,10,5,906
10,2,1,8,1,10,653
2,7,9,6,7,10,901
3,4,9,4,10,2,808
6,8,2,1,5,6,572
1,7,9,3,6,9,738
8,7,2,0,0,6,519
3,3,6,4,1,5,522
2,6,5,7,1,9,760
4,10,7,4,8,8,867
2,10,8,8,5,1,760
4,6,9,6,10,10,977
6,6,5,10,3,7,857
6,7,6,2,7,0,556
10,7,6,7,7,7,990
6,3,5,3,2,6,646
9,3,6,1,3,0,598
6,0,9,5,6,6,712
5,1,0,6,5,5,551
4,2,5,1,0,6,382
1,3,9,2,9,1,535
2,7,3,10,0,7,707
8,9,0,0,1,8,641
5,0,8,7,5,9,780
6,3,7,10,10,5,992
5,0,1,7,5,8,660
3,1,0,4,7,1,407
6,8,10,6,0,6,902
9,7,5,10,1,9,904
0,8,6,0,1,6,421
9,4,4,3,8,6,840
8,5,5,3,7,9,859
9,1,1,6,10,1,649
2,9,7,7,1,2,611
7,3,4,4,7,9,718
6,9,0,6,7,4,708
4,10,5,8,4,2,796
8,6,3,6,4,6,765
9,4,1,0,1,7,518
6,8,5,2,9,9,924
4,10,6,10,5,6,877
2,3,7,3,7,3,629
2,8,7,0,9,8,705
3,9,5,5,5,6,738
5,9,7,1,8,6,904
9,1,6,5,8,0,768
7,0,0,4,4,6,436
5,8,6,4,1,1,598
6,2,7,3,6,4,712
10,6,4,1,2,3,622
2,0,8,5,6,5,527
0,6,5,5,5,4,499
0,0,5,6,10,3,589
0,8,3,7,10,6,865
6,1,1,9,6,5,576
5,6,5,8,2,1,558
1,0,4,5,1,3,319
8,8,9,5,7,6,913
8,5,1,7,2,7,766
1,1,10,6,2,4,570
7,0,4,7,1,3,490
8,10,6,4,9,8,966
5,5,7,4,5,9,781
9,6,6,1,0,4,637
9,0,9,10,4,7,888
10,3,6,2,4,3,624
10,2,0,5,4,9,667
0,9,3,9,8,9,859
7,6,4,0,0,10,662
8,5,3,9,2,4,769
9,5,5,6,6,2,747
3,4,7,4,6,2,608
7,6,10,3,0,1,663
7,2,10,9,2,3,838
8,0,7,10,3,6,735
0,4,6,7,4,7,708
7,4,1,1,2,6,473
7,9,5,4,4,10,959
7,1,10,5,3,0,664
0,10,7,2,0,5,491
3,2,1,2,7,3,431
4,3,0,7,1,6,519
2,10,6,10,5,5,864
8,3,9,9,0,5,784
9,5,8,9,5,9,987
8,1,4,4,8,8,775
2,7,9,3,5,4,758
2,7,6,9,4,3,790
0,8,3,4,4,2,491
1,7,3,0,1,9,481
7,4,4,4,9,5,800
2,10,5,1,4,10,762
8,1,0,3,3,3,334
8,1,10,4,5,4,791
5,4,3,4,0,10,644
2,0,4,2,5,0,344
3,0,10,2,0,3,438
10,2,1,7,2,8,637
2,9,6,4,8,1,714
9,0,4,9,1,5,645
5,2,1,2,9,8,663
8,8,2,3,5,1,667
4,7,5,9,7,0,796
1,2,0,3,1,9,367
4,4,3,6,7,5,739
10,1,4,4,3,6,625
0,10,1,2,6,6,581
0,10,9,7,4,3,774
6,7,4,2,9,10,876
2,0,7,4,2,2,403
6,2,1,8,10,3,716
6,8,8,2,9,5,917
10,3,6,3,3,1,605
7,7,5,0,8,9,805
9,9,9,7,9,10,974
7,1,2,6,1,3,460
9,2,2,2,5,8,559
5,10,8,7,4,10,915
0,2,4,9,2,9,554
9,0,0,0,6,9,623
10,8,0,10,9,8,996
9,7,10,2,0,0,628
1,1,7,8,9,8,767
9,7,6,4,4,0,693
5,8,2,10,7,6,852
9,2,8,9,1,9,894
10,8,9,10,5,8,969
8,3,10,4,3,4,698
7,2,8,9,6,9,946
2,7,7,3,10,9,911
3,10,1,3,10,0,638
10,5,3,7,5,4,829
9,6,2,1,8,5,774
1,2,2,3,1,4,319
9,6,8,5,2,5,854
7,8,0,6,7,2,658
5,7,5,1,0,10,681
8,10,3,1,1,9,704
4,0,1,9,0,0,387
1,1,4,0,10,2,392
10,7,2,4,3,7,793
0,3,4,0,6,6,470
8,2,4,0,1,9,652
8,10,0,8,9,10,989
4,8,1,3,0,2,401
4,10,6,6,5,9,961
3,7,7,10,4,6,843
5,9,6,4,1,2,614
7,4,5,8,8,1,773
5,1,2,4,0,10,491
10,8,2,5,4,4,701
3,10,10,4,5,5,801
6,5,2,4,4,5,609
9,4,8,10,0,10,956
1,7,1,6,2,10,574
4,9,4,9,8,0,841
4,1,7,1,2,8,580
8,7,4,6,5,6,842
4,0,1,0,3,5,250
9,9,2,3,2,6,679
8,0,5,10,2,7,680
2,7,0,6,0,10,543
9,10,1,0,0,3,528
0,3,0,8,1,7,376
10,1,0,7,3,3,568
5,9,3,6,5,0,715
0,9,2,7,1,7,590
9,10,10,0,5,0,849
3,6,1,10,3,2,615
5,0,3,6,10,3,550
0,7,1,7,0,0,348
9,7,7,10,10,4,979
7,2,4,3,0,8,500
1,4,10,1,9,4,703
6,8,7,8,0,7,828
9,8,4,0,3,4,635
1,4,5,6,8,5,707
2,5,5,6,1,6,624
7,6,8,8,2,10,972
10,6,7,3,0,1,585
0,7,6,3,5,9,648
3,5,6,7,4,9,858
10,10,10,7,5,7,946
0,6,1,2,2,1,351
2,10,2,7,6,3,703
10,3,7,0,8,9,874
10,0,7,6,10,2,833
6,2,2,9,3,1,452
10,1,6,7,2,0,589
1,5,1,6,0,9,462
7,0,8,6,10,7,928
2,6,7,7,0,1,560
3,0,3,8,0,10,481
2,7,2,8,3,1,530
3,2,1,8,6,8,685
4,3,4,5,1,9,588
0,3,4,5,9,3,554
0,3,6,10,7,3,644
0,3,9,10,6,6,755
6,5,10,5,10,2,860
8,8,2,3,6,1,639
6,8,8,7,10,1,964
9,2,9,0,3,9,773
4,8,6,4,2,6,710
2,2,3,9,5,3,544
2,8,10,6,4,8,847
5,1,5,8,3,8,741
0,2,1,9,1,2,339
2,4,7,7,1,1,524
3,7,9,2,10,3,738
1,10,3,1,1,4,433
3,5,6,4,1,4,487
7,8,3,6,9,7,913
3,2,3,3,1,5,380
4,10,6,1,6,0,676
5,3,3,7,1,4,535
10,1,0,4,10,8,727
3,9,2,2,3,9,637
5,8,2,3,1,7,624
5,8,8,1,10,7,846
3,5,7,0,0,1,385
3,1,5,3,10,3,621
6,3,7,7,7,6,793
8,8,9,6,6,9,938
3,3,8,10,1,10,805
5,9,0,4,8,8,838
10,8,0,9,3,3,706
8,3,8,7,0,4,726
1,2,2,10,2,2,438
10,8,5,9,7,5,964
9,6,4,5,1,8,803
0,8,1,8,5,8,612
4,2,6,8,9,0,658
1,2,10,6,1,4,619
3,6,9,10,0,10,871
6,10,1,10,0,8,844
8,10,2,2,7,6,776
5,5,5,7,2,0,529
8,6,7,3,8,5,829
3,8,0,2,4,0,342
4,5,9,7,6,4,821
7,0,0,1,1,10,458
2,5,6,2,6,4,608
6,4,10,5,5,0,657
6,0,9,8,10,7,977
3,2,3,10,8,4,643
5,10,0,9,7,5,800
6,9,8,3,8,2,890
7,4,2,0,10,1,572
0,10,10,5,9,1,817
4,5,1,2,3,0,366
10,4,8,8,4,7,946
10,3,4,1,5,7,658
7,8,4,7,5,7,933
6,4,6,8,0,1,538
5,0,5,2,10,10,713
3,3,5,7,4,8,640
8,10,9,6,8,2,904
10,1,5,5,3,9,820
8,9,0,2,10,5,770
4,9,2,3,10,9,818
0,0,6,0,7,9,562
9,7,6,2,3,0,634
2,8,2,2,4,1,434
2,5,1,2,6,7,474
10,3,2,6,1,7,684
6,8,3,0,1,5,598
10,5,4,10,6,6,935
7,2,6,1,4,7,582
5,5,9,9,5,2,764
3,8,4,3,1,9,653
3,1,9,1,6,1,453
0,6,3,2,1,1,321
8,3,3,5,6,9,835
3,1,0,10,4,6,551
9,2,6,6,0,6,684
9,0,8,10,2,8,850
7,9,2,1,7,10,877
10,2,4,2,7,8,728
3,10,0,9,3,6,672
1,10,0,7,6,0,554
2,5,10,8,9,0,855
2,1,6,1,10,8,699
8,2,10,3,1,6,772
8,7,2,2,8,3,676
4,3,10,3,9,7,811
1,1,8,6,3,3,429
0,2,5,2,8,8,601
2,9,8,0,9,8,857
5,0,10,10,5,6,896
4,9,2,10,1,6,753
5,7,10,1,5,0,636
0,8,0,7,1,8,586
3,4,10,2,3,4,546
3,7,3,10,9,7,878
5,8,8,3,5,8,914
7,10,4,0,8,10,970
10,4,9,9,7,4,951
9,10,4,3,3,9,945
2,5,3,6,2,9,634
4,5,7,3,4,9,744
5,1,3,8,4,8,654
4,4,9,3,4,2,645
8,7,2,5,3,1,666
1,9,1,1,6,7,558
6,3,4,3,7,8,740
0,5,7,3,1,5,519
6,4,3,4,7,2,666
9,9,6,4,9,6,964
0,9,3,2,7,10,734
10,2,5,6,9,2,855
5,9,7,1,10,2,820
4,3,8,9,9,3,876
8,0,1,1,5,5,473
1,0,7,9,6,9,762
10,7,7,7,4,5,977
4,3,4,6,2,4,470
7,5,8,8,4,0,730
1,9,1,10,6,6,711
1,10,3,9,6,6,843
1,2,0,0,9,8,527
5,4,2,6,5,4,645
3,6,7,9,10,0,820
4,3,10,5,0,6,707
5,6,7,0,5,10,698
9,7,5,2,1,10,769
2,4,0,7,0,7,504
8,2,6,9,9,4,870
4,6,7,9,9,9,927
2,10,3,7,3,3,640
2,10,3,10,8,5,955
0,8,5,3,0,9,597
4,4,10,1,1,4,491
0,2,4,2,8,0,407
10,9,4,0,5,4,744
0,9,7,5,2,9,777
9,10,3,2,10,2,753
9,10,3,1,4,8,783
7,10,10,4,7,3,924
0,6,7,2,0,3,439
0,6,1,2,0,9,445
3,4,5,5,10,6,783
10,0,8,4,9,0,769
5,7,8,0,1,5,587
0,5,8,4,7,1,575
1,8,10,8,4,10,909
9,5,6,8,7,5,944
6,10,0,5,10,9,859
8,4,2,10,9,5,864
1,4,6,6,2,3,455
9,7,9,6,3,10,988
9,0,4,1,0,5,473
1,1,7,9,0,9,672
8,7,7,4,4,9,888
8,6,4,3,9,1,767
5,5,9,1,5,10,754
6,0,9,3,9,4,693
10,1,6,2,0,8,600
1,7,0,8,4,10,706
7,7,9,8,8,4,973
5,0,0,8,4,4,532
2,9,10,5,8,7,999
5,9,2,5,0,0,563
7,2,7,6,2,7,724
7,8,1,5,4,7,738
10,3,6,9,0,5,743
3,9,10,6,1,10,896
4,2,1,3,9,8,563
6,7,2,0,1,2,382
8,6,6,7,1,4,725
1,2,8,1,0,6,455
1,1,2,10,1,10,627
3,0,7,0,2,0,250
7,7,8,5,5,4,784
0,8,2,3,4,9,543
3,5,1,6,9,2,645
10,4,1,2,2,1,442
8,6,5,5,9,5,881
6,8,2,10,7,10,921
10,9,7,4,6,8,927
4,0,10,5,9,3,776
10,9,4,0,10,8,968
2,2,4,3,9,10,683
4,6,4,7,3,4,647
8,1,6,3,4,5,604
4,3,9,7,0,3,609
6,9,2,10,1,9,869
3,7,10,4,4,3,678
0,1,3,10,2,0,329
6,3,5,4,1,3,539
6,6,6,3,1,5,636
1,10,9,5,0,4,723
8,2,5,1,6,10,664
4,10,3,1,0,8,659
10,2,9,1,2,3,578
4,9,3,6,6,8,852
6,1,4,9,9,4,701
0,10,10,8,3,5,850
5,1,7,7,1,4,584
4,1,9,4,6,2,602
2,2,7,2,10,4,679
0,9,1,5,0,1,337
0,6,1,4,1,1,249
6,2,1,1,5,1,459
5,4,0,6,1,4,453
2,5,9,0,10,4,615
4,10,4,0,9,7,792
9,1,0,4,8,0,566
4,4,7,1,7,1,618
3,0,0,7,3,9,541
8,10,0,9,7,5,928
4,6,2,5,0,8,663
7,10,5,0,6,7,741
2,3,7,10,9,1,704
9,4,6,2,2,0,562
3,10,5,2,0,0,417
6,8,0,4,3,3,616
9,9,9,10,6,5,910
10,6,0,4,9,0,703
4,10,2,3,3,8,715
3,7,1,7,2,9,679
5,6,6,5,2,0,547
0,0,9,9,1,10,614
0,5,2,1,7,3,496
0,7,0,9,8,10,790
9,3,7,0,3,4,609
9,9,9,10,9,0,914
6,10,9,1,4,3,715
5,7,3,10,8,6,933
10,5,1,5,0,3,560
7,8,3,3,10,10,935
10,1,0,1,9,2,483
2,0,3,4,3,7,400
9,7,10,8,4,4,991
0,9,9,2,10,3,844
10,5,0,10,5,10,948
0,6,8,2,2,6,602
6,4,3,4,3,10,690
9,8,6,1,7,4,876
3,9,4,6,3,2,677
10,7,0,2,2,3,572
7,1,7,4,4,6,616
9,4,6,5,4,7,864
8,10,9,0,8,9,928
1,1,2,3,0,6,320
6,0,8,6,0,9,674
7,2,8,7,6,6,799
1,9,0,3,1,9,528
3,6,9,10,1,3,728
2,2,8,10,2,5,719
6,3,6,6,10,10,920
1,2,10,10,5,4,794
0,5,8,0,5,8,585
0,1,2,0,1,0,134
0,9,8,10,5,10,988
9,5,10,6,8,4,1000
0,3,3,9,9,2,588
7,8,1,8,5,5,816
1,4,6,8,2,0,551
4,1,3,3,2,2,334
4,5,6,10,3,9,782
0,8,4,6,9,4,730
4,8,3,3,9,8,727
10,2,8,6,4,1,654
8,6,10,3,3,7,815
6,3,2,5,7,0,506
8,3,6,8,7,1,828
0,10,3,7,2,10,734
9,0,0,2,8,4,476
9,5,5,9,3,7,879
4,8,7,8,1,10,850
4,5,10,10,4,7,863
4,9,8,4,0,4,668
7,0,4,5,9,1,543
2,6,8,4,10,9,935
8,2,0,8,6,2,692
5,3,8,6,8,6,790
6,1,3,8,6,8,742
4,9,8,6,8,6,977
4,9,3,9,6,4,872
1,1,0,10,5,5,577
0,6,10,8,6,7,900
6,2,1,6,7,8,633
4,5,10,6,10,9,926
2,6,4,5,7,1,588
8,4,3,3,7,3,612
10,6,4,9,0,5,753
6,8,1,6,7,2,672
1,5,8,5,1,5,524
0,3,8,4,5,1,479
5,1,8,1,2,2,346
8,8,9,0,0,8,761
8,4,7,1,4,6,756
5,10,9,8,1,2,871
5,0,3,7,4,2,416
6,1,10,9,0,7,770
7,6,10,7,3,3,879
2,8,8,3,8,5,824
10,0,10,5,6,3,841
9,2,7,5,1,8,801
9,4,6,3,10,10,908
1,1,1,3,7,1,253
6,10,8,1,9,6,963
1,8,9,10,1,5,864
6,8,0,2,7,10,794
0,0,4,9,7,2,446
7,4,10,2,2,4,709
4,4,2,2,8,7,589
5,10,7,9,1,10,903
9,8,0,0,1,2,489
2,9,3,6,7,7,846
1,6,6,3,10,8,880
4,7,6,2,0,10,638
10,2,9,7,0,6,858
3,6,8,0,1,1,465
3,10,5,6,7,2,843
9,5,1,5,4,5,652
2,5,7,0,9,8,700
5,8,3,5,9,5,888
7,9,5,10,2,3,865
10,5,5,3,5,10,873
2,1,2,4,5,3,425
1,0,9,9,9,7,816
4,9,4,6,9,9,978
4,9,0,5,5,6,723
0,0,0,5,8,2,345
10,9,10,0,2,3,809
10,8,5,0,7,3,791
2,4,7,8,7,8,879
6,9,1,7,3,10,837
4,2,1,6,0,8,497
10,0,4,0,6,2,508
2,6,6,4,5,2,497
5,3,0,4,3,7,505
7,9,3,5,1,7,707
1,4,7,7,5,3,558
0,5,5,10,4,9,739
3,3,10,6,8,9,887
6,1,10,6,9,10,918
8,3,3,1,5,10,734
1,3,1,9,5,0,521
7,5,6,3,4,1,574
8,0,2,0,3,1,293
6,4,0,2,2,5,444
10,9,9,9,4,5,921
4,8,7,10,0,2,702
3,3,6,2,3,2,350
1,1,4,9,1,6,481
7,10,4,6,7,5,904
7,6,2,5,9,6,832
7,2,2,2,7,7,598
2,0,5,6,4,1,509
9,0,0,5,2,3,400
1,8,5,5,1,2,495
9,4,6,4,2,7,683
4,10,9,4,5,3,849
8,2,3,0,2,6,524
4,10,5,6,1,3,616
1,2,7,2,5,7,537
5,7,5,4,2,6,615
4,6,6,4,9,6,884
5,9,0,9,6,6,800
10,3,2,4,2,1,522
5,8,1,7,3,6,694
7,0,0,7,1,5,464
4,9,10,8,3,8,902
4,4,8,4,3,7,722
1,7,0,1,0,7,359
7,7,7,6,6,1,800
10,9,0,0,2,2,557
2,0,0,3,0,1,105
0,0,8,2,7,7,488
5,9,10,8,3,2,856
7,6,4,6,7,2,704
7,8,4,10,5,0,720
2,9,0,10,8,4,727
2,7,9,6,9,4,888
3,10,1,0,1,10,563
3,3,6,4,8,0,538
7,8,7,7,6,8,992
5,4,5,8,7,1,710
5,2,9,6,1,0,533
4,0,4,0,7,5,457
6,6,6,5,0,5,637
10,7,3,10,2,10,987
1,7,4,7,3,0,496
6,6,3,6,8,2,797
4,5,5,4,7,3,582
10,8,4,10,4,1,889
4,4,3,0,4,1,381
1,5,4,3,4,6,476
5,10,10,9,8,0,995
2,10,1,1,10,2,609
9,1,8,10,10,3,922
3,9,2,8,6,4,730
9,2,0,6,5,4,599
4,1,3,7,6,9,635
1,0,10,7,2,8,604
4,4,1,6,10,10,865
7,7,3,10,6,2,783
5,3,9,2,9,0,655
1,0,2,1,7,4,397
5,2,9,3,8,8,818
9,5,0,3,7,4,647
2,2,9,7,2,8,728
8,7,4,6,6,5,836
7,3,7,1,8,9,848
8,1,9,7,6,4,823
1,2,2,10,10,10,819
1,2,8,7,5,8,658
2,10,10,5,2,10,905
0,2,1,3,10,10,528
7,8,5,5,0,3,632
10,4,8,2,10,7,935
3,4,4,0,2,0,292
9,0,10,8,2,1,734
10,9,9,4,10,0,978
6,8,10,4,2,9,922
5,2,1,1,0,3,225
1,0,0,10,8,4,582
4,9,10,8,4,8,965
1,9,3,0,8,5,543
8,10,1,5,9,2,780
1,10,4,10,6,0,665
10,3,9,9,1,0,750
6,3,8,2,0,4,509
9,8,5,9,2,6,905
0,7,0,3,7,10,672
3,10,5,6,6,4,837
8,1,5,1,7,7,688
1,3,9,1,6,2,545
3,6,5,0,7,0,557
0,0,3,7,8,7,613
1,9,10,0,4,2,590
9,3,8,2,7,5,707
6,3,10,9,4,3,781
9,7,2,6,1,6,678
2,8,0,5,10,1,595
8,5,6,4,7,2,808
0,3,6,4,6,4,491
8,6,5,0,3,3,490
3,10,2,1,8,2,552
3,0,7,5,4,0,452
8,4,5,4,2,0,582
6,2,8,4,2,3,601
1,5,2,3,10,0,465
7,3,5,5,5,7,772
3,7,10,0,6,1,574
4,4,4,6,5,3,648
2,9,2,10,6,9,858
2,1,4,3,4,8,589
5,7,8,6,1,7,818
9,7,3,9,1,3,786
0,0,0,0,4,10,393
10,5,9,10,3,5,921
2,0,5,1,3,4,394
6,10,3,9,10,10,984
5,6,1,2,6,4,600
2,4,9,3,0,0,486
0,2,2,7,3,3,352
3,4,0,1,3,7,507
3,3,2,10,3,2,454
10,10,6,6,2,7,971
1,6,1,5,1,8,502
2,8,4,10,4,9,824
9,10,2,7,8,9,943
5,8,10,3,7,5,898
4,6,5,2,6,3,563
9,6,3,3,8,0,684
3,3,7,4,4,7,651
4,1,7,4,2,7,550
5,8,1,3,6,3,553
5,4,1,5,5,0,437
0,6,10,2,0,2,464
1,0,4,1,1,6,370
5,0,6,0,5,10,648
2,3,10,10,1,1,650
4,6,1,1,1,0,366
5,4,6,6,2,2,616
4,6,3,6,9,2,637
4,2,5,5,9,9,836
6,2,8,8,2,10,898
5,7,3,10,3,2,744
10,1,8,1,9,9,869
10,0,0,7,6,5,675
7,10,3,3,7,8,897
3,0,1,6,6,8,553
4,1,5,0,1,4,326
9,9,6,0,3,8,908
6,1,3,4,1,9,510
0,3,0,9,3,5,477
0,8,10,4,1,1,577
5,10,6,2,8,1,690
